transaction_id,event_type,date,store_number,item_number,value
7a21e465-3ae3-4546-b2fa-e87812e4018c,incoming,2018-09-30T01:16:26Z,9,13,18
63a73960-814b-4020-9b63-58e0282646e4,sale,2018-09-30T05:31:39Z,8,19,91
753f77d4-a117-483c-a3ff-a88b9d6bc854,sale,2018-09-30T05:41:07Z,9,21,122
09a36eaa-c5f5-4473-b893-8f715fda1c26,incoming,2018-09-30T06:17:47Z,6,28,400
b954b9a8-66b4-472f-93ac-868fb33796bc,incoming,2018-09-30T10:58:51Z,9,2,400
00d38603-09b3-4c6f-8d6e-fa927ce03e33,sale,2018-09-30T12:27:31Z,7,15,64
382fb47a-4bc2-4044-bdc5-866d5a9f0bca,incoming,2018-09-30T12:54:39Z,8,18,400
e28fce76-f966-4b45-abca-d53025367457,incoming,2018-09-30T16:03:26Z,1,6,400
cea7d116-f51c-41c6-b82c-76045c67a96d,sale,2018-09-30T16:34:23Z,7,16,23
85753c0d-ff3b-4dc4-bccc-786229661b88,incoming,2018-09-30T16:54:49Z,2,13,70
fabadd3f-4e49-4375-bce5-bd10679887d1,incoming,2018-09-30T18:10:56Z,7,17,400
a2145ecb-25c5-4d17-b092-e1241f2cbe52,incoming,2018-09-30T18:26:40Z,8,5,400
98429e5c-7968-4ff1-9ad5-27a766b1ff77,sale,2018-09-30T20:25:13Z,3,11,93
6fcf7b52-4680-469b-87d3-f25d45518d00,sale,2018-09-30T21:40:34Z,6,9,23
d8c28d79-6fa5-4eb2-b946-5d8c6fe0c402,sale,2018-09-30T22:46:06Z,3,15,112
e61844bf-fb7a-4886-9c45-a392c685e55e,incoming,2018-10-01T01:28:39Z,2,10,2
0f9335b7-8969-4661-a6c0-5187a6358b41,sale,2018-10-01T02:33:15Z,1,20,199
15e3bad8-f988-4e7a-8851-a7d1545aeffc,incoming,2018-10-01T04:01:56Z,8,18,400
ba337e53-63ba-4dc5-8ea4-0ec2b8187b45,sale,2018-10-01T07:44:32Z,5,12,164
c13a7dd2-9332-4054-a3a6-52a494af8b8a,sale,2018-10-01T08:10:12Z,1,10,7
b4b6602c-651b-4363-bbd7-65817acc66f7,incoming,2018-10-01T09:37:55Z,4,21,78
97a8fac4-65f6-45ce-b8d5-634cf84c1393,incoming,2018-10-01T09:51:38Z,6,1,51
827aae0d-e63e-489e-9a4b-a54b4435ba3c,incoming,2018-10-01T10:50:19Z,2,22,57
a11cec79-de93-4fc1-a8c1-bb73c419d280,sale,2018-10-01T11:16:53Z,5,17,96
d69ec478-5943-4995-8036-a715c6a9f088,incoming,2018-10-01T14:50:56Z,10,1,84
ec8dcf5c-c5f2-44c5-942d-3f037fea572d,incoming,2018-10-01T14:59:03Z,2,1,54
60f09d5a-1b50-4d78-8c24-05ddead36a6b,incoming,2018-10-01T23:47:36Z,9,5,14
693c4ada-9ada-46f0-bb00-3eb4348023ab,sale,2018-10-02T04:09:39Z,9,21,143
07108bbe-6594-49a8-b86e-8beb491176d2,incoming,2018-10-02T05:59:59Z,2,6,400
49a08cfe-052c-49b2-801b-052c53b5fa3d,incoming,2018-10-02T09:12:51Z,7,20,66
b133cf89-6c03-4756-b933-95faf4d049f0,incoming,2018-10-02T13:52:27Z,7,21,86
97baf0f9-4ae0-4218-8399-18033cdc2e34,incoming,2018-10-02T16:03:30Z,1,4,150
96a15d86-bbb2-4baf-a981-cf2034253422,incoming,2018-10-02T17:41:05Z,10,20,170
f734fa1d-822f-49d9-8ddf-a70260d46ae7,incoming,2018-10-02T22:30:32Z,10,1,121
f68782fe-228d-49c1-86d2-e92812469e46,incoming,2018-10-03T02:28:25Z,7,16,70
be4e0288-efb2-4edc-9ba8-c64f728852a1,incoming,2018-10-03T06:29:09Z,1,2,90
6e8e04ed-5202-4d3f-a62e-60091cc38212,sale,2018-10-03T07:23:14Z,7,30,40
65c10174-1c03-462e-ab2b-c2d47bd7a8cd,incoming,2018-10-03T07:50:40Z,5,14,400
351839af-e000-4097-a67d-fd69b95c8ccc,incoming,2018-10-03T15:03:28Z,8,11,154
f2aac693-47cc-44d2-a905-adfad5edb1db,sale,2018-10-03T15:57:25Z,1,4,120
61484523-7b72-41e7-88ad-a6cb470f47b0,incoming,2018-10-03T19:03:20Z,6,8,171
f747f0a0-777d-4561-a93d-7a8f2049c71a,incoming,2018-10-03T21:39:12Z,4,22,400
b1452efa-1451-41c5-bd59-c5e8c1180c79,incoming,2018-10-03T21:48:10Z,5,2,400
cc56f1b9-5612-48d7-aa1d-b56932a794bb,incoming,2018-10-04T00:17:11Z,1,23,400
72dd9d34-d890-4390-b818-32ccc830da78,sale,2018-10-04T07:03:20Z,2,11,131
c88e3b8f-bffc-492b-a611-638c720151f2,incoming,2018-10-04T07:38:01Z,8,23,400
e1624329-f2a0-490d-99ee-5e81471a3249,incoming,2018-10-04T07:53:21Z,9,29,88
1bfadea7-d8b7-4d0f-a123-12d40cd22ac3,incoming,2018-10-04T12:43:13Z,8,11,400
34e33701-447e-46cb-aee9-f5aa600ea3b8,incoming,2018-10-04T14:24:02Z,10,30,17
d97446b3-1c1b-4add-828e-1de703af79a8,incoming,2018-10-04T22:41:43Z,7,21,3
47e7184b-dfbd-47bf-a677-8fa81286a57f,incoming,2018-10-04T23:31:35Z,4,25,400
226446ae-1d9a-4f6a-8dd5-d2bf68b9520c,incoming,2018-10-05T04:49:31Z,8,28,185
8204f9b1-59b7-4535-8208-1b51d16c09d0,incoming,2018-10-05T04:57:46Z,7,6,400
557cdc30-62c2-4579-b3dd-3a3123864ffd,incoming,2018-10-05T08:54:14Z,5,24,180
673cc529-29cc-4399-9264-aaadaf2738f4,sale,2018-10-05T13:00:25Z,2,29,88
fb9828d5-5aa0-4529-9e74-77ae5c80025b,incoming,2018-10-05T13:39:36Z,6,8,135
c24dcf3a-f151-4967-be74-e6d1cbf40220,incoming,2018-10-05T14:47:38Z,7,2,49
f514cc03-7217-4cb7-9d3c-ca821d4b7edc,incoming,2018-10-05T16:31:08Z,2,24,118
f39596c0-9422-440c-872e-3a170a9c8488,incoming,2018-10-05T17:27:29Z,1,19,400
dbe95ada-6501-474e-8c10-c4086611a0d4,incoming,2018-10-05T18:35:35Z,10,20,88
c84d7345-3c98-4f47-a1de-49f718c69980,sale,2018-10-05T18:44:00Z,4,5,91
564a658c-d6b2-4f47-814c-65e1e4462c7c,incoming,2018-10-05T20:00:58Z,9,29,24
e954a2e8-adba-403b-a58b-0611d331c633,incoming,2018-10-06T00:52:25Z,9,12,400
bcc31e7e-53a1-47e4-8bca-2471791ba045,sale,2018-10-06T01:31:03Z,3,14,159
a526abb9-af41-484d-822d-5f59a5355185,sale,2018-10-06T06:29:52Z,2,20,71
207192f4-72c0-48fb-9ec3-6bd1182d8397,incoming,2018-10-06T07:32:53Z,4,30,400
