transaction_id,event_type,date,store_number,item_number,value
a64eaefa-16cc-4dda-a081-7b468d1bcfcc,incoming,2018-10-17T05:00:05Z,4,2,151
d34e40b3-7214-4077-8a30-38d1a532d242,sale,2019-01-19T03:04:50Z,10,8,199
f8e296d0-9574-4f07-b9e3-6707c119e2c6,incoming,2019-02-27T21:42:08Z,2,28,93
fa78e548-7a45-4071-a046-54b692c67cf6,sale,2018-10-14T08:23:53Z,8,20,92
094c3d59-dcfd-4c49-87a5-d90205170264,sale,2019-05-13T21:23:13Z,10,29,84
8b764e1d-74a2-48f3-a018-95c7d1177af9,incoming,2019-01-14T14:49:32Z,8,22,69
491a6b36-fc0a-4ce8-b8ab-666a296e09bf,incoming,2018-10-26T13:26:29Z,1,4,97
9946e6cf-b4d7-4407-8240-0c68023d39ef,sale,2019-07-14T07:23:28Z,10,18,145
d520ea3f-1646-478d-b64e-50f4483d8871,sale,2018-11-26T00:39:30Z,3,4,7
8a0bc252-13d8-4759-92bf-8c5b6163e931,incoming,2019-08-27T18:53:45Z,10,3,111
22666b5b-61cc-46fa-ac39-3fd1839f0c53,sale,2019-04-28T00:26:46Z,1,21,106
73fe6754-a226-4c49-9d47-bec2b2e2cd97,incoming,2019-04-02T07:38:32Z,7,23,124
d9fc74df-c4a9-41c2-a268-caeb06a3852e,sale,2019-07-01T03:56:29Z,6,20,164
4b964291-5edf-464e-87cd-51dfc3bb06f4,sale,2018-11-13T18:54:32Z,1,2,146
428c7760-e21c-49e3-b79d-17b0e0b873b1,incoming,2019-01-24T01:10:02Z,5,24,56
693c4ada-9ada-46f0-bb00-3eb4348023ab,sale,2018-10-02T04:09:39Z,9,21,143
b3e67e89-bb77-4ab6-be0f-8cd20dc21299,incoming,2019-07-08T15:52:00Z,8,7,26
779282f5-fbaa-44ca-afe7-57d71ff797ed,incoming,2019-06-22T17:18:50Z,9,6,114
8ded2d0c-8485-44d8-8866-62c57dceb6d6,sale,2019-06-16T20:26:30Z,9,25,12
cdaf3a53-6a1b-48b7-8436-4fb979045938,sale,2019-01-19T00:30:21Z,1,25,76
5092dde4-fc7e-412e-a806-7b8fd7706c6b,incoming,2019-09-22T10:01:49Z,1,20,22
c4ea71c3-e10c-49cb-8fb4-ae2e0162f81d,sale,2019-07-11T10:37:42Z,4,6,191
7ea86848-64cd-4fa0-9f6b-ad4409ed9cf1,sale,2019-01-19T21:21:29Z,8,27,163
57d80e08-e79c-4163-a202-199dccff1396,incoming,2019-06-15T15:20:31Z,8,7,63
6a8facd5-cd9e-405d-9915-e5a632b1fdc8,incoming,2019-06-07T21:58:13Z,4,11,109
88351dfc-848a-439e-8a2a-56206c4644cc,sale,2018-11-24T21:20:08Z,4,27,193
969117e4-576b-4f14-a043-199b63bef64f,incoming,2019-01-20T14:31:07Z,10,22,158
acf3e0ff-70f7-49b4-903f-8c61bee260e9,sale,2018-11-07T04:25:37Z,6,16,22
9852743f-ff6c-4077-a488-1f826da91d57,incoming,2019-07-25T17:49:59Z,10,13,32
60906593-00b3-401f-a038-e5043f9f976a,incoming,2019-09-19T04:48:22Z,6,30,123
42bc0c6b-fff5-4036-9a49-516259dbe4ca,sale,2018-10-06T14:48:00Z,1,28,185
e627377e-b457-4c5d-895e-2eebb4271fb3,sale,2019-04-19T17:13:34Z,9,9,98
72e1f765-5359-46ce-a71e-c9f5262c0460,sale,2019-05-16T04:03:40Z,7,12,196
87f77f8e-ccda-41c3-a8d3-7507d700f12e,sale,2019-03-10T09:39:25Z,8,1,22
6692bb0c-0d64-4a8a-87af-82b2888b3a9d,sale,2018-12-18T08:14:29Z,2,9,39
687ec678-c603-4ee0-a3f3-c0db499792ac,incoming,2019-02-02T01:58:17Z,7,3,118
0b2858d6-c31d-4163-bf3d-8f2fda7bc07d,incoming,2019-02-19T05:07:58Z,8,20,93
c75c0d4f-ea9a-4d72-8705-e9964e07e003,sale,2018-10-27T14:57:22Z,10,7,194
6a79edb9-470c-4581-809d-ce2e23240d81,sale,2019-01-12T15:25:52Z,8,28,146
e00afdb9-d038-4db5-a591-02c4e3fce4eb,sale,2019-04-29T09:09:29Z,4,2,1
92620ccf-5e6f-4407-87ca-253beb528165,sale,2018-10-10T01:21:35Z,4,21,78
7bd08bdc-dc79-48b3-900b-ad82692f1ebc,incoming,2019-02-18T00:26:16Z,4,1,84
03fa49fb-8203-406b-a8f5-49aecc80570e,incoming,2019-01-26T04:59:15Z,7,26,109
8ce8276d-23c5-4967-b013-85ca36240a6c,incoming,2019-06-28T09:59:06Z,7,11,50
9518a1af-57d4-47af-ae27-120eca9eb5f4,sale,2019-09-16T01:37:47Z,4,30,38
d68ac26d-3de2-4bac-bfb2-2a97526a8561,incoming,2019-05-23T19:27:14Z,2,23,72
159e0c93-1a3a-4310-a5bf-d45b17996c69,incoming,2018-11-20T00:51:25Z,1,25,38
6e1a9e83-1c70-4666-811a-363e7df1d372,incoming,2018-11-28T09:27:08Z,5,24,108
37a7b981-996b-481f-9b85-aa58b3c20fe8,sale,2019-01-30T14:13:46Z,1,11,29
ede413a5-2a25-4ffb-b8b4-12d2af072898,incoming,2019-03-22T13:44:21Z,10,5,41
a290a15a-ea18-40df-b0c1-ab4621da4a7b,incoming,2018-11-02T06:27:16Z,8,12,75
f788d891-ab27-45ae-b4e9-aabe86a8b2e6,sale,2018-12-18T02:46:07Z,2,21,177
e5f210b4-42c0-455d-9187-111fa4c2a782,incoming,2019-03-23T10:33:45Z,4,26,50
0032ff7e-022c-4a03-99f1-5b1a363ad37a,sale,2019-07-06T01:42:07Z,4,11,99
0c6d85e6-77e7-4bce-adb3-4e589e487f5f,incoming,2019-09-05T06:45:42Z,5,30,8
3c93e98b-a6f7-4a6d-b65c-63d8a9c35169,incoming,2019-09-22T02:27:57Z,10,1,33
75669b3f-203c-46a1-8ec6-8e40a66f0dfb,sale,2019-04-21T21:22:58Z,1,1,91
ac41e364-dd14-49f1-a676-1c5ca7d7deef,incoming,2019-02-12T13:51:59Z,6,22,119
a1864cb6-d712-46a1-a287-37845faf9c05,incoming,2019-06-22T14:52:32Z,4,5,43
f3bc3dde-4ae7-4c03-b6e0-3cea5078bc64,incoming,2019-08-24T01:07:42Z,1,23,57
9f187153-9e78-4d7d-85a9-cf9f1cf6fd6e,incoming,2019-03-19T13:08:01Z,7,7,37
4e565fe6-66ec-42f8-99fc-1d55cae6e0e8,sale,2018-10-24T17:39:06Z,6,4,134
05bb0058-0afc-4b9d-920d-89a10987a0ad,sale,2019-06-07T20:59:04Z,3,22,16
9f9aedfa-6cab-4b85-b777-bc914937ad93,incoming,2019-01-08T13:43:32Z,8,18,182
7817a09c-335f-4bbb-bfa2-c4f57c76f20c,sale,2019-04-08T13:44:14Z,10,13,63
c1d2ad25-2143-423f-9fab-42cffda0542a,sale,2019-02-26T10:26:45Z,10,1,28
cd5aaec2-c4a0-47ad-90bb-3d56bcdb0342,sale,2019-03-14T23:15:44Z,2,26,11
4a3ac90b-4421-4ea3-98bf-41a163bed572,incoming,2019-06-09T04:22:30Z,6,16,103
ba7e4bf9-9d18-4251-acf2-4638e7baf7e5,sale,2019-09-10T08:46:53Z,4,18,87
89e95813-b526-476b-b1b1-7e35570dfc88,incoming,2019-05-31T09:18:06Z,2,14,99
262f0c89-3ba1-429a-ac26-b4551b4d7ae6,sale,2019-01-01T17:56:54Z,9,3,113
4690245e-6686-4e9c-ad75-745d7bdb5700,incoming,2018-11-24T08:53:18Z,1,27,141
d7022e20-51b6-4c96-b1f8-6ee3043c0da0,sale,2019-06-12T11:15:01Z,7,28,113
87f948ff-ad17-4837-bcbd-1282b6e9a143,incoming,2019-04-30T02:23:17Z,3,8,9
5fc6e501-c40c-4a2c-be64-0f705bd63301,incoming,2018-10-13T08:00:31Z,3,24,119
e7da8385-a917-4bbe-bedc-471a6414b50c,sale,2018-11-16T09:25:38Z,7,11,185
1a62bd08-9dd3-41e9-b932-3453f0192196,incoming,2019-01-23T05:04:47Z,8,27,128
854c2c2c-2c69-4bff-9158-bfe7a41299bc,incoming,2019-05-28T05:58:20Z,6,4,62
34cb3e22-b364-459d-9251-ae0340a02ade,incoming,2018-12-12T15:27:47Z,1,1,28
27aa5d0e-2463-4991-8666-e5ec08fb117f,sale,2019-06-05T01:18:18Z,7,29,124
a42c3e18-6e92-48ec-96ae-58def7da4727,incoming,2019-05-08T23:22:51Z,4,2,68
f0949701-de8c-4db2-9924-b11b2522031a,incoming,2018-11-04T17:01:03Z,9,26,83
a1c19cd4-ab43-4706-b1bd-04a31bf9c9d8,sale,2018-12-16T16:33:31Z,8,9,175
95c9ecb1-a11b-4879-aed2-941fd3b35582,sale,2019-03-28T14:38:35Z,3,3,125
6e76228c-8d54-4603-870a-2fd06a6c1554,sale,2019-08-01T18:04:38Z,4,10,115
e211cad2-cf68-4a77-8e1d-965648929406,incoming,2019-06-03T03:59:07Z,6,30,96
75e33d16-f9c1-4dcf-bd22-2dfd505cf590,incoming,2018-12-15T14:02:05Z,8,7,172
7ede1879-bd8b-4261-bc28-f7a201483365,sale,2019-08-26T00:53:40Z,3,6,156
7b7373a2-cc5d-4f30-afe6-ad0ba3196baa,incoming,2019-03-29T10:47:42Z,3,1,96
005a2043-03e6-45b3-b1ae-a4bfbdb4f5d3,incoming,2019-06-01T11:45:06Z,2,28,81
f84493b5-9cac-4ac7-a0fe-eb74e1dc6bc9,incoming,2019-01-18T07:05:29Z,7,10,110
243c462f-c92a-4b73-b7e8-6db6dc03e5ca,sale,2019-06-24T13:17:55Z,10,11,114
3fe09617-68e9-4ce7-b13a-0edc5fd9ead0,incoming,2019-08-18T05:38:07Z,1,19,113
33cfec5f-75ee-4719-b41c-802c99ca0245,incoming,2019-01-30T05:37:57Z,10,25,34
89a40e54-09cb-4430-aff7-b693e6c47464,incoming,2018-10-18T04:02:28Z,10,7,185
94a8c26b-aa99-4b49-b605-c1e52abe8cb3,incoming,2019-05-09T06:05:15Z,3,8,63
3a055f6f-304e-42ab-9fcf-22c8dfed22d6,incoming,2018-12-17T10:41:08Z,8,15,80
164bdff4-009d-4042-a597-01f62c264954,sale,2019-05-08T06:30:58Z,7,25,156
a002d569-f8d5-492b-a005-cb9711c0ebab,incoming,2018-12-01T03:26:59Z,4,15,173
2c730f65-f08d-470d-974a-7a7b2793ede1,incoming,2019-09-24T13:14:50Z,5,30,138
f7054609-97a0-4fc4-9422-d4d9dbd5afa6,sale,2018-11-21T03:16:05Z,9,9,156
4909b885-4b2e-4a4d-8fd9-9499a45a8e35,sale,2019-07-07T10:35:53Z,1,12,153
a168d406-3e38-42b6-84c1-b96cc77e5899,incoming,2019-02-04T02:40:37Z,3,6,75
f0cd4014-a3f7-4ea1-8a18-6ff7e179347e,sale,2019-03-02T19:46:29Z,6,16,168
5da03e7d-9ca5-457e-8172-2b930d452f7d,sale,2019-01-15T03:12:38Z,1,13,67
76855e5a-013c-4cda-b1aa-8f6733581b75,sale,2019-05-22T19:11:18Z,6,2,117
f17b16e5-bfca-466e-8c84-258ebbec37b5,incoming,2018-10-28T18:33:29Z,6,2,192
510f9b9d-15db-4a15-84e9-572cb7edabf5,sale,2018-12-05T14:27:21Z,7,23,28
